tank,treatment,family,length,weight,condition_factor
A,flow,O,17.4,53.9,1.02315
A,flow,L,19.5,75.8,1.02227
A,flow,O,15.1,37,1.07466
A,flow,G,16.3,44.6,1.02985
A,flow,D,16,43.8,1.06934
A,flow,P,16.4,46.7,1.05873
A,flow,A,14.9,32.7,0.98853
A,flow,N,17.1,54,1.07995
A,flow,I,15.3,44.1,1.2313
A,flow,D,13.1,23.2,1.03199
A,flow,K,16.6,52.8,1.15428
A,flow,H,16.4,46.7,1.05873
A,flow,M,17.6,57.6,1.05654
A,flow,K,18,64.5,1.10597
A,flow,C,16.4,45.4,1.02926
A,flow,J,15.3,38,1.06099
A,flow,P,16,42.9,1.04736
A,flow,P,15.2,34.4,0.97955
A,flow,H,17,53.1,1.08081
A,flow,C,15.7,42.1,1.08789
A,flow,E,14.2,28.5,0.99536
A,flow,G,15.6,38.1,1.00358
A,flow,J,16,44.3,1.08154
A,flow,C,16.8,35.7,0.75291
A,flow,M,16.7,48.3,1.03705
A,flow,N,16.6,48.4,1.05809
A,flow,K,16.2,48,1.12901
A,flow,E,15.7,40.7,1.05171
A,flow,E,15.4,40.1,1.09795
A,flow,I,15.1,37.9,1.1008
A,flow,H,15.8,42.9,1.08764
A,flow,O,15.8,40,1.01412
A,flow,L,17.4,54.1,1.02695
A,flow,D,16.1,22,0.52716
A,flow,N,16.4,44.7,1.01339
A,flow,N,15.8,38.7,0.98116
A,flow,N,16.9,51.1,1.05867
A,flow,A,15.6,33.3,0.87714
A,flow,F,16,47.1,1.1499
A,flow,L,16,40.3,0.98389
A,flow,I,16.6,51.3,1.12148
A,flow,K,15.9,41.5,1.03242
A,flow,A,15.6,44.1,1.16162
A,flow,C,8.9,6.8,0.96458
A,flow,A,12.5,19.2,0.98304
A,flow,P,14.4,32.2,1.07837
A,flow,M,15.9,40.7,1.01252
A,flow,P,15.4,39.1,1.07057
A,flow,A,16,45.1,1.10107
A,flow,N,17.4,53.1,1.00797
A,flow,K,17.5,61,1.13819
A,flow,E,13.5,25.1,1.02017
A,flow,D,16.3,43.6,1.00675
A,flow,H,15.1,38.3,1.11242
A,flow,A,17.2,52.1,1.02389
A,flow,H,17.8,61.4,1.0887
A,flow,H,17.7,63.3,1.14152
A,flow,A,16.5,46.2,1.02847
A,flow,P,14,29,1.05685
A,flow,P,14,30,1.09329
A,flow,J,16,46.1,1.12549
A,flow,L,16,44,1.07422
A,flow,P,14.6,33.2,1.06679
A,flow,H,16.3,49.2,1.13606
A,flow,D,17.3,49.6,0.95795
A,flow,N,17,52.3,1.06452
A,flow,D,14.5,30.1,0.98733
A,flow,M,14.2,33.7,1.17697
A,flow,F,14.4,31.9,1.06832
A,flow,O,16,41.5,1.01318
A,flow,E,15.9,40.9,1.01749
A,flow,D,15.7,41.1,1.06204
A,flow,O,14.8,34.9,1.07657
A,flow,A,13.2,23.1,1.00436
A,flow,F,14.3,28,0.95752
A,flow,C,14.3,31.6,1.08063
A,flow,A,13.8,27.8,1.05781
A,flow,A,12.3,18.5,0.99416
A,flow,P,17,53.2,1.08284
A,flow,G,15.4,39.5,1.08152
A,flow,F,16,44.6,1.08887
A,flow,F,13.8,29.4,1.11869
A,flow,P,17.5,54.5,1.01691
A,flow,L,16,42.3,1.03271
A,flow,J,14.9,45.9,1.38757
A,flow,O,16.3,44.6,1.02985
A,flow,O,17.2,51.8,1.01799
A,flow,I,15.2,38.6,1.09915
A,flow,J,14.4,31.7,1.06163
A,flow,J,15,37.2,1.10222
A,flow,I,15.6,38.6,1.01675
A,flow,A,11.5,16.5,1.0849
A,flow,J,14.3,32.3,1.10457
A,flow,P,16.1,45.6,1.09267
A,flow,P,16,44.2,1.0791
A,flow,P,15.9,41.7,1.0374
A,flow,P,15.9,40.8,1.01501
A,flow,K,15.3,38.1,1.06378
A,flow,H,13.9,27.1,1.00908
A,flow,J,14.6,42.1,1.35277
A,flow,H,15.9,42.8,1.06476
A,flow,M,15,37,1.0963
A,flow,H,16.2,48.6,1.14312
A,flow,F,15,39,1.15556
A,flow,C,16,46,1.12305
A,flow,O,15.4,38,1.04045
A,flow,M,17.5,57.5,1.07289
A,flow,N,15.2,33.2,0.94538
A,flow,D,15,34.2,1.01333
A,flow,H,19,76.3,1.11241
A,flow,H,17.6,59.3,1.08772
A,flow,N,18.9,69,1.02203
A,flow,L,16.5,43.9,0.97727
A,flow,K,18,68.1,1.1677
A,flow,L,15.8,37.8,0.95834
A,flow,F,13.9,28.2,1.05004
A,flow,K,16,45.6,1.11328
A,flow,O,16.1,43.6,1.04474
A,flow,D,16.3,43.6,1.00675
A,flow,H,16.3,46.8,1.08064
A,flow,P,15.5,38,1.02044
A,flow,H,14.6,34.9,1.12142
A,flow,E,17.5,55.2,1.02997
A,flow,M,16.5,44.5,0.99062
A,flow,E,15,34.8,1.03111
A,flow,H,17.1,54.8,1.09595
A,flow,I,16.1,42.3,1.01359
A,flow,D,12.9,20.5,0.95496
A,flow,K,14.9,36.2,1.09433
A,flow,K,16.3,45.9,1.05986
A,flow,A,14.6,31.6,1.01538
A,flow,E,15.5,39.2,1.05267
A,flow,K,17.5,56.3,1.0505
A,flow,C,15.5,42.8,1.14934
A,flow,P,14.4,29.7,0.99465
A,flow,L,16,40.3,0.98389
A,flow,E,15.1,36.1,1.04852
A,flow,L,17.9,59.5,1.03743
A,flow,D,10.2,10.2,0.96117
A,flow,P,16.1,43.9,1.05193
A,flow,D,16,42.6,1.04004
A,flow,E,15.8,40.6,1.02933
A,flow,A,16.3,43,0.9929
A,flow,D,16.6,45.6,0.99687
A,flow,D,16.2,44.5,1.04668
A,flow,J,14.6,33.1,1.06358
A,flow,D,16.5,46,1.02401
A,flow,F,14,31.2,1.13703
A,flow,K,17.5,60.9,1.13633
A,flow,L,17.2,49.9,0.98065
A,flow,L,16.3,43,0.9929
A,flow,H,15.7,42.7,1.10339
A,flow,D,16.1,36.1,0.86503
A,flow,L,16.5,44.3,0.98617
A,flow,F,15.5,40.3,1.08221
A,flow,D,17,49.7,1.0116
A,flow,E,15.2,34.5,0.9824
A,flow,N,15.6,37.8,0.99568
A,flow,F,12.3,20.3,1.09089
A,flow,H,16.4,49.1,1.11314
A,flow,G,15,36.6,1.08444
A,flow,P,16.5,47.5,1.05741
A,flow,N,18.1,61.1,1.0304
A,flow,F,14.9,35.9,1.08526
A,flow,I,13,22.8,1.03778
A,flow,L,16.1,43.9,1.05193
A,flow,L,18.8,69.7,1.04896
A,flow,P,15,35.2,1.04296
A,flow,M,16.4,45.8,1.03833
A,flow,F,15.5,42.3,1.13591
A,flow,J,10.9,14.5,1.11967
A,flow,M,13.8,29.3,1.11489
A,flow,N,15.4,38.7,1.05962
A,flow,E,15.3,38.8,1.08332
A,flow,O,15,39.8,1.17926
A,flow,O,16.5,45.1,1.00398
A,flow,P,16,40.8,0.99609
A,flow,A,15.1,35.8,1.03981
A,flow,D,15.5,36.5,0.98016
A,flow,N,15.8,40.5,1.0268
A,flow,D,11.4,14.9,1.00571
A,flow,E,13.5,25,1.01611
A,flow,L,17,49,0.99735
A,flow,K,17.4,57.4,1.08959
A,flow,D,15.8,36.8,0.93299
A,flow,D,14.3,30.5,1.04302
A,flow,J,15,37.1,1.09926
A,flow,A,16.1,42.4,1.01599
A,flow,P,16,40.8,0.99609
A,flow,O,16.9,50.2,1.04002
A,flow,O,15.5,36.8,0.98822
A,flow,K,17.5,58.2,1.08595
A,flow,F,15.8,42.1,1.06736
A,flow,H,15.6,41.3,1.08787
A,flow,E,14.5,30.1,0.98733
A,flow,I,17,51.9,1.05638
A,flow,L,18,58.7,1.00652
A,flow,O,15.9,42.8,1.06476
A,flow,O,16.3,47,1.08526
A,flow,K,16,48.1,1.17432
A,flow,P,17.6,56.6,1.03819
A,flow,K,16.6,50.6,1.10618
A,flow,M,16.5,44.8,0.9973
A,flow,H,18.4,62.6,1.0049
A,flow,F,14.8,35,1.07965
A,flow,H,17.4,56.2,1.06681
A,flow,I,15.3,38,1.06099
A,flow,O,17.1,48.9,0.97796
A,flow,N,17.1,52.3,1.04596
A,flow,I,14.8,34.8,1.07348
A,flow,A,16.7,47.4,1.01772
A,flow,F,15.2,37.7,1.07352
A,flow,P,13.2,23.1,1.00436
A,flow,F,17.1,56.8,1.13595
A,flow,G,16.5,42.2,0.93942
A,flow,O,16.2,41.9,0.98553
A,flow,N,15.6,37.6,0.99041
A,flow,L,18,60.5,1.03738
A,flow,H,18,60.2,1.03224
A,flow,D,14.8,31.2,0.96243
A,flow,L,16.2,43.6,1.02551
A,flow,H,17.7,68.5,1.2353
A,flow,P,16.1,43.5,1.04235
A,flow,E,16.4,46.9,1.06326
A,flow,H,18,58.2,0.99794
A,flow,I,14.2,28.8,1.00584
A,flow,K,15.5,38.5,1.03387
A,flow,F,15.5,41.3,1.10906
A,flow,I,16.4,48,1.0882
A,flow,I,17.6,59.4,1.08955
A,flow,O,16.7,49.1,1.05422
A,flow,C,17.4,56.9,1.0801
A,flow,K,17.5,58.9,1.09901
A,flow,P,14.9,33.4,1.00969
A,flow,O,16.4,45.3,1.02699
A,flow,C,13.9,28.6,1.06493
A,flow,C,16,45.1,1.10107
A,flow,I,16.2,45,1.05844
A,flow,K,16,44.8,1.09375
A,flow,P,15.2,36.7,1.04505
A,flow,C,16,47.6,1.16211
A,flow,I,16.4,47,1.06553
A,flow,J,15.5,49.3,1.32389
A,flow,G,17.4,52.8,1.00227
A,flow,D,16,41.6,1.01563
A,flow,F,15,37.8,1.12
A,flow,H,18.4,65.1,1.04503
A,flow,C,15.3,38,1.06099
A,flow,N,15,35,1.03704
A,flow,A,16.4,45.4,1.02926
A,flow,C,14.9,33.9,1.0248
A,flow,N,17,49.8,1.01364
A,flow,I,15.8,41.2,1.04454
A,flow,N,15.2,35,0.99664
A,flow,K,17,53.8,1.09505
A,flow,K,17,53.2,1.08284
A,flow,N,16.4,45.5,1.03153
A,flow,C,14.5,32.9,1.07918
A,flow,G,17.4,55.8,1.05922
A,flow,O,17.2,51.1,1.00424
A,flow,L,15,33.7,0.99852
A,flow,A,16.4,44.9,1.01792
A,flow,I,13.8,26.9,1.02356
A,flow,I,16,44.4,1.08398
A,flow,M,17.7,56.1,1.01168
A,flow,P,15.5,38.7,1.03924
A,flow,A,16.5,46.5,1.03514
A,flow,P,15.3,30.7,0.85716
A,flow,P,15.5,37.8,1.01507
A,flow,D,15.3,37.1,1.03586
A,flow,J,16.5,51.7,1.1509
A,flow,C,12.7,21.4,1.04473
A,flow,F,14.8,32.8,1.01179
A,flow,K,15.9,44.4,1.10457
A,flow,K,16.5,50.1,1.11529
A,flow,P,17.1,53,1.05996
A,flow,K,15.5,40.1,1.07684
A,flow,K,17.9,61.2,1.06707
A,flow,G,17.4,50.6,0.96051
A,flow,L,15.3,34.9,0.97443
A,flow,G,13.5,23.8,0.96733
A,flow,N,19.2,67.5,0.95367
A,flow,C,12.8,21.4,1.02043
A,flow,F,14.8,36.6,1.12901
A,flow,C,15,36.6,1.08444
A,flow,N,16.6,46.7,1.02092
A,flow,N,16.5,45.6,1.01511
A,flow,G,16.1,40.5,0.97046
A,flow,G,15.5,39.6,1.06341
A,flow,G,15,40.4,1.19704
A,flow,H,17.5,56.1,1.04676
A,flow,P,15.5,35,0.93988
A,flow,O,15.6,38.5,1.01411
A,flow,O,16.2,43.2,1.01611
A,flow,H,18.4,64.7,1.03861
A,flow,M,15.6,40.1,1.05626
A,flow,I,15.8,27.4,0.69467
A,flow,D,15.8,37.2,0.94313
A,flow,K,14.9,35.2,1.0641
A,flow,N,17.5,55.7,1.0393
A,flow,K,17,54.5,1.1093
A,flow,F,16.5,46.5,1.03514
A,flow,A,14.9,34.1,1.03085
A,flow,L,17.3,52.2,1.00817
A,flow,D,16,40.7,0.99365
A,flow,O,15.9,40.4,1.00506
A,flow,L,17.3,52.8,1.01975
A,flow,C,18.3,48.3,0.78812
A,flow,E,16.2,46,1.08196
A,flow,A,15.3,34.5,0.96326
A,flow,M,16.2,44.3,1.04198
A,flow,C,15.3,39.1,1.0917
A,flow,N,15.5,39.9,1.07146
A,flow,I,16.3,44.2,1.02061
A,flow,H,18.2,69.3,1.14953
A,flow,H,13.8,28.7,1.09206
A,flow,O,17.1,53.3,1.06596
A,flow,G,15.2,37.2,1.05928
A,flow,I,16.4,44.7,1.01339
A,flow,M,17,48.8,0.99328
A,flow,N,17.2,51.4,1.01013
A,flow,N,17,56,1.13983
A,flow,H,17.8,59.4,1.05324
A,flow,F,14.2,30.5,1.06521
A,flow,P,11.9,17.4,1.03254
A,flow,E,14.7,33.1,1.04202
A,flow,D,16.7,47.1,1.01128
A,flow,N,17.5,54.6,1.01878
A,flow,F,16.6,48.7,1.06464
A,flow,G,15.9,40.9,1.01749
A,flow,N,15.7,37.8,0.97677
A,flow,E,15.9,41.3,1.02745
A,flow,D,16.1,40.4,0.96806
A,flow,I,10.2,14.8,1.39464
A,flow,F,15.5,56.8,1.52529
A,flow,O,16.1,44.8,1.0735
A,flow,J,16.5,48.7,1.08412
A,flow,O,15.4,37.4,1.02402
A,flow,L,18.1,62.2,1.04895
A,flow,E,15.4,35.6,0.97474
A,flow,I,14.6,32.4,1.04109
A,flow,C,15.9,42.1,1.04735
A,flow,C,15,34.8,1.03111
A,flow,N,17.9,57.2,0.99733
A,flow,K,16.6,49,1.0712
A,flow,A,17.3,52.6,1.01589
A,flow,G,18.8,69.9,1.05197
A,flow,H,16.8,53.4,1.12619
A,flow,K,14,29.2,1.06414
A,flow,D,16.6,48.7,1.06464
A,flow,F,15.8,40.5,1.0268
A,flow,N,17,50.6,1.02992
A,flow,K,16.8,55.4,1.16837
A,flow,M,17.4,55,1.04403
A,flow,I,16.5,44.8,0.9973
A,flow,O,15.8,37,0.93806
A,flow,G,15.3,35.9,1.00235
A,flow,L,16.7,45.8,0.98337
A,flow,C,16.9,50.4,1.04417
A,flow,I,15.2,36.4,1.0365
A,flow,G,17.5,54.1,1.00945
A,flow,M,17.4,57.9,1.09908
A,flow,L,17,51.9,1.05638
A,flow,N,18.2,59.8,0.99194
A,flow,O,15.1,34.8,1.01076
A,flow,I,17.6,56.8,1.04186
A,flow,O,16.2,41.7,0.98082
A,flow,P,18.2,41.4,0.68673
A,flow,G,15.1,39.3,1.14146
A,flow,A,14.4,28.8,0.96451
A,flow,K,17.5,60.5,1.12886
A,flow,O,15.8,42.6,1.08004
A,flow,O,15.3,37.5,1.04702
A,flow,H,17.2,55.9,1.09857
A,flow,P,16.8,46.3,0.97646
A,flow,P,12.6,19.9,0.99481
A,flow,N,15.5,37.2,0.99896
A,flow,H,15.9,45.3,1.12696
A,flow,P,10.9,13.8,1.06561
A,flow,E,17.5,54,1.00758
A,flow,K,15.4,38.2,1.04593
B,f.control,A,11.5,15.3,1.006
B,f.control,M,15.8,40.3,1.02172
B,f.control,J,16.7,40.3,0.86528
B,f.control,G,15.9,38.3,0.95281
B,f.control,J,10.2,11.2,1.0554
B,f.control,H,17.3,56.5,1.09121
B,f.control,C,10.7,14.4,1.17547
B,f.control,M,15.2,34.4,0.97955
B,f.control,D,15,33,0.97778
B,f.control,F,14.6,32.9,1.05715
B,f.control,A,16.5,28.5,0.63444
B,f.control,E,14.5,32.4,1.06277
B,f.control,A,15.8,32.7,0.82904
B,f.control,G,16.9,47.7,0.98823
B,f.control,O,16.8,52.3,1.103
B,f.control,D,17.2,50.6,0.99441
B,f.control,F,15.2,37.7,1.07352
B,f.control,O,16,39.1,0.95459
B,f.control,O,15.6,42.3,1.11421
B,f.control,K,18,65.3,1.11968
B,f.control,N,14.9,31.5,0.95225
B,f.control,K,16.2,43.5,1.02316
B,f.control,H,17.3,51.5,0.99465
B,f.control,K,14.8,34.4,1.06114
B,f.control,E,13.3,23.1,0.98188
B,f.control,D,15.4,35.1,0.96105
B,f.control,K,16.7,52,1.11649
B,f.control,F,16.6,48,1.04934
B,f.control,I,16.1,43.6,1.04474
B,f.control,A,15.8,40,1.01412
B,f.control,N,16.3,44.5,1.02754
B,f.control,H,16.7,50.4,1.08213
B,f.control,N,14.4,36.9,1.23577
B,f.control,L,17.6,54,0.9905
B,f.control,I,15.4,34.5,0.94462
B,f.control,P,15.3,35.9,1.00235
B,f.control,N,14.8,30.2,0.93158
B,f.control,D,15.4,36.1,0.98843
B,f.control,G,15.7,39.6,1.02328
B,f.control,H,17.9,64.2,1.11938
B,f.control,P,15.1,34.3,0.99624
B,f.control,N,18,57,0.97737
B,f.control,D,15.5,36.3,0.97479
B,f.control,N,16.3,38.3,0.88437
B,f.control,D,15.5,39.6,1.06341
B,f.control,L,16.8,48.1,1.01442
B,f.control,D,14.1,28.5,1.01669
B,f.control,D,16,43,1.0498
B,f.control,D,8.8,5.1,0.74838
B,f.control,G,14.9,33.8,1.02178
B,f.control,M,14.8,32.1,0.99019
B,f.control,H,16.6,47.9,1.04716
B,f.control,F,15.9,42.1,1.04735
B,f.control,J,14,28.2,1.0277
B,f.control,I,15,33,0.97778
B,f.control,I,16.1,42,1.0064
B,f.control,P,15.6,41.9,1.10367
B,f.control,K,16.8,46.9,0.98911
B,f.control,L,16.9,46.4,0.9613
B,f.control,K,15.6,40.8,1.0747
B,f.control,C,15.3,38.5,1.07495
B,f.control,O,14.9,36.3,1.09736
B,f.control,J,10.6,12.7,1.06632
B,f.control,L,17.9,59.4,1.03568
B,f.control,K,17,53,1.07877
B,f.control,O,15.5,36.3,0.97479
B,f.control,C,15,35.5,1.05185
B,f.control,J,16.5,45.2,1.00621
B,f.control,M,16.4,44.6,1.01112
B,f.control,K,14.9,32.8,0.99155
B,f.control,E,14.1,28.8,1.02739
B,f.control,D,12.2,16.6,0.91417
B,f.control,I,15.3,37.7,1.05261
B,f.control,E,14,27.6,1.00583
B,f.control,D,14,26.2,0.95481
B,f.control,P,14.3,37.9,1.29608
B,f.control,F,14.7,35.3,1.11128
B,f.control,I,14.9,35.5,1.07317
B,f.control,L,15.4,36.2,0.99117
B,f.control,L,10.4,13.4,1.19126
B,f.control,M,16.9,48.5,1.0048
B,f.control,A,14.6,27.3,0.87721
B,f.control,D,15.4,35.5,0.972
B,f.control,F,14,29.6,1.07872
B,f.control,E,12.1,19.9,1.1233
B,f.control,P,14.2,29.2,1.01981
B,f.control,L,16.2,42.7,1.00434
B,f.control,P,14.6,30.4,0.97682
B,f.control,I,16.3,44.3,1.02292
B,f.control,G,17.1,51.3,1.02596
B,f.control,D,10.1,9.4,0.91235
B,f.control,C,17.1,54,1.07995
B,f.control,P,14.9,32.9,0.99457
B,f.control,F,13.8,26.6,1.01215
B,f.control,H,18.8,69.8,1.05047
B,f.control,F,15.3,37.7,1.05261
B,f.control,H,16.1,50.3,1.20529
B,f.control,M,15.1,34.5,1.00205
B,f.control,P,13.6,24.9,0.98988
B,f.control,A,15.9,38.7,0.96276
B,f.control,M,17.6,53.8,0.98683
B,f.control,A,10.8,11.8,0.93672
B,f.control,K,15.5,37.4,1.00433
B,f.control,L,16.9,48.6,1.00688
B,f.control,O,14.3,30.3,1.03618
B,f.control,H,16.1,42.3,1.01359
B,f.control,K,17.2,52.5,1.03175
B,f.control,E,16.6,43.1,0.94222
B,f.control,N,15.2,35.6,1.01372
B,f.control,O,15.8,40.1,1.01665
B,f.control,P,16.4,42.4,0.96125
B,f.control,N,15.8,35.5,0.90003
B,f.control,P,15.3,34.7,0.96885
B,f.control,I,15.4,35.9,0.98295
B,f.control,L,14.2,27.6,0.96393
B,f.control,F,14.6,31.5,1.01217
B,f.control,L,14.2,29.8,1.04076
B,f.control,H,16,44.9,1.09619
B,f.control,M,16.3,43.5,1.00445
B,f.control,P,16.2,44.9,1.05609
B,f.control,H,16.8,48.3,1.01864
B,f.control,I,15.1,36.6,1.06304
B,f.control,O,16.3,44,1.01599
B,f.control,G,14.6,27,0.86757
B,f.control,F,15.4,36.3,0.9939
B,f.control,E,13.9,25,0.93088
B,f.control,F,16.8,48.6,1.02496
B,f.control,E,15.7,37.2,0.96127
B,f.control,H,16.3,47.8,1.10374
B,f.control,D,15.7,31.8,0.82173
B,f.control,A,14.8,29.4,0.90691
B,f.control,E,14.1,27,0.96318
B,f.control,M,17.8,54.1,0.95926
B,f.control,G,16,40.5,0.98877
B,f.control,N,14.3,28.4,0.9712
B,f.control,D,16.3,42.2,0.97443
B,f.control,F,13.7,27.8,1.08114
B,f.control,I,16.1,41.6,0.99682
B,f.control,O,16.4,45.9,1.04059
B,f.control,N,15.4,35.6,0.97474
B,f.control,A,12.9,20.9,0.97359
B,f.control,H,15.4,39.2,1.07331
B,f.control,P,16.1,42.8,1.02557
B,f.control,G,14.3,30.9,1.0567
B,f.control,A,16.5,43.9,0.97727
B,f.control,A,16,41.8,1.02051
B,f.control,D,14.9,32.1,0.97039
B,f.control,A,12.9,22,1.02483
B,f.control,C,16,42.8,1.04492
B,f.control,J,13.2,23,1.00001
B,f.control,O,15.3,37.6,1.04982
B,f.control,O,17,50.3,1.02381
B,f.control,F,15.1,35.4,1.02819
B,f.control,J,14.8,36.4,1.12284
B,f.control,P,16,41.5,1.01318
B,f.control,D,15,34.7,1.02815
B,f.control,N,17.2,48.9,0.961
B,f.control,C,15.9,39.6,0.98515
B,f.control,I,17.4,52,0.98709
B,f.control,I,17.5,54.1,1.00945
B,f.control,H,16.5,43.8,0.97504
B,f.control,N,16.3,42.8,0.98828
B,f.control,D,15.4,33.2,0.90903
B,f.control,M,16.5,44.2,0.98394
B,f.control,H,16.6,47.3,1.03404
B,f.control,L,15.8,48.8,1.23722
B,f.control,P,15.3,38.9,1.08611
B,f.control,I,16.9,50,1.03588
B,f.control,I,15.4,38.3,1.04866
B,f.control,K,15.6,40.6,1.06943
B,f.control,N,16.6,44.3,0.96846
B,f.control,L,15.4,36.6,1.00212
B,f.control,L,15.8,38.9,0.98623
B,f.control,P,17.4,53.9,1.02315
B,f.control,H,16.6,39,0.85259
B,f.control,N,14.1,25.1,0.8954
B,f.control,I,14.9,32.8,0.99155
B,f.control,L,16.1,41,0.98244
B,f.control,N,15.6,38.5,1.01411
B,f.control,F,14.5,32.9,1.07918
B,f.control,N,16,39.5,0.96436
B,f.control,L,17,47.1,0.95868
B,f.control,D,16.3,46.7,1.07834
B,f.control,P,10,10,1
B,f.control,G,14.5,33.7,1.10542
B,f.control,K,14.1,31.5,1.12371
B,f.control,J,11.6,16.6,1.06349
B,f.control,K,16.1,45.7,1.09506
B,f.control,F,14.6,32.9,1.05715
B,f.control,E,11.7,16.5,1.03021
B,f.control,E,14.9,34.1,1.03085
B,f.control,N,13.4,24.3,1.00993
B,f.control,E,10.5,15.1,1.30439
B,f.control,L,17.3,51,0.98499
B,f.control,J,16,42.3,1.03271
B,f.control,O,15.1,33.8,0.98172
B,f.control,K,16.1,43.8,1.04953
B,f.control,D,10.2,11.4,1.07425
B,f.control,A,15.2,34.6,0.98525
B,f.control,H,17.3,55.2,1.06611
B,f.control,D,15.1,33.2,0.96429
B,f.control,K,16.6,44.9,0.98157
B,f.control,G,17.2,52.6,1.03371
B,f.control,D,17,48.9,0.99532
B,f.control,P,16.1,41.9,1.00401
B,f.control,P,14.9,33.4,1.00969
B,f.control,J,15.3,38.6,1.07774
B,f.control,F,15.6,40.2,1.05889
B,f.control,I,16.4,45.7,1.03606
B,f.control,C,16.1,43.5,1.04235
B,f.control,H,16.8,48.2,1.01653
B,f.control,I,14.5,33.4,1.09558
B,f.control,O,15.8,40.4,1.02426
B,f.control,M,16.7,46.7,1.00269
B,f.control,J,16.5,49.5,1.10193
B,f.control,E,14.9,30,0.90691
B,f.control,P,15.3,34.9,0.97443
B,f.control,P,14.7,32.7,1.02943
B,f.control,E,14.9,33.2,1.00364
B,f.control,K,15.6,41,1.07997
B,f.control,P,17.1,47,0.93996
B,f.control,A,14.7,30.9,0.97276
B,f.control,F,17,50.8,1.03399
B,f.control,C,15.4,37.7,1.03224
B,f.control,O,15.6,39,1.02728
B,f.control,D,16.3,38.8,0.89592
B,f.control,E,14.7,31.7,0.99795
B,f.control,G,15.2,35,0.99664
B,f.control,P,13.6,25,0.99386
B,f.control,F,14.9,36.3,1.09736
B,f.control,O,16.3,47.6,1.09912
B,f.control,D,13.9,26.8,0.99791
B,f.control,I,17.2,55.5,1.09071
B,f.control,K,9.1,11.9,1.57915
B,f.control,J,12.5,20.8,1.06496
B,f.control,H,15.2,38,1.08206
B,f.control,K,15.4,37.9,1.03771
B,f.control,N,13.4,22.6,0.93928
B,f.control,F,15.9,41.6,1.03491
B,f.control,D,16.1,41.7,0.99921
B,f.control,H,15.2,36.6,1.0422
B,f.control,J,14.8,31.9,0.98402
B,f.control,P,14.9,33.9,1.0248
B,f.control,J,14.6,34.5,1.10856
B,f.control,K,16.1,44.2,1.05912
B,f.control,O,15.6,38.8,1.02202
B,f.control,A,15.8,39.2,0.99384
B,f.control,D,15.2,31.2,0.88843
B,f.control,H,16.6,47.6,1.0406
B,f.control,P,15.8,40,1.01412
B,f.control,L,15.4,38.8,1.06235
B,f.control,N,16,43.2,1.05469
B,f.control,G,16.3,44.2,1.02061
B,f.control,E,14.7,33.6,1.05776
B,f.control,C,16.1,44,1.05433
B,f.control,H,16.4,46.6,1.05646
B,f.control,I,17.8,56.5,1.00182
B,f.control,F,16.2,48.5,1.14077
B,f.control,O,14.2,28.4,0.99187
B,f.control,K,17.3,48.6,0.93864
B,f.control,O,16,39.8,0.97168
B,f.control,A,15.5,37.2,0.99896
B,f.control,I,15.9,40.6,1.01003
B,f.control,A,16.5,47.2,1.05073
B,f.control,J,16.8,47.6,1.00387
B,f.control,I,16.8,46.2,0.97435
B,f.control,G,17,51.1,1.0401
B,f.control,I,16.9,48.7,1.00895
B,f.control,P,13.6,26.1,1.03759
B,f.control,O,14.9,33,0.9976
B,f.control,O,16.3,42.8,0.98828
B,f.control,C,17.5,55.4,1.0337
B,f.control,P,14.6,31.7,1.01859
B,f.control,K,15.5,41.8,1.12249
B,f.control,C,15,35.2,1.04296
B,f.control,D,16.3,43.8,1.01137
B,f.control,D,16,38.9,0.94971
B,f.control,H,14,28.8,1.04956
B,f.control,I,14.7,23.3,0.73351
B,f.control,M,17.3,48.5,0.93671
B,f.control,O,15.3,37.9,1.05819
B,f.control,F,12.7,18.8,0.9178
B,f.control,M,18,58,0.99451
B,f.control,P,17.5,55,1.02624
B,f.control,E,15,34.7,1.02815
B,f.control,H,16.6,47.2,1.03185
B,f.control,D,15.6,37.9,0.99831
B,f.control,G,16.6,45.3,0.99032
B,f.control,P,14.9,32.5,0.98248
B,f.control,E,16.3,41.8,0.96519
B,f.control,K,16.4,47.7,1.0814
B,f.control,D,16.2,40.6,0.95495
B,f.control,D,16,40.5,0.98877
B,f.control,D,15.6,37.5,0.98777
B,f.control,L,15.1,34,0.98752
B,f.control,L,15,32.2,0.95407
B,f.control,L,13.8,25.9,0.98551
B,f.control,H,16.1,40.6,0.97286
B,f.control,A,13.8,25.3,0.96268
B,f.control,C,15.6,40.7,1.07206
B,f.control,A,15.7,38.5,0.99486
B,f.control,E,13.8,26.4,1.00454
B,f.control,C,13.1,22.7,1.00975
B,f.control,H,17,50.5,1.02789
B,f.control,L,16.7,47.3,1.01557
B,f.control,I,14.9,34.7,1.04899
B,f.control,G,14.1,28.8,1.02739
B,f.control,D,14.8,30.4,0.93775
B,f.control,N,17.1,52.2,1.04396
B,f.control,O,14.7,33.6,1.05776
B,f.control,J,15.6,39.6,1.04309
B,f.control,C,15.3,35.5,0.99118
B,f.control,H,15.2,35.3,1.00518
B,f.control,K,16.2,44.5,1.04668
B,f.control,G,15.4,37.9,1.03771
B,f.control,C,13.4,25.6,1.06396
B,f.control,E,15.8,40.9,1.03694
B,f.control,L,18.4,64.5,1.0354
B,f.control,A,12.5,18.7,0.95744
B,f.control,C,17.9,59.8,1.04266
